id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_duration,hour,dayofweek,is_rush_hour,time_period
id3785225,2016-02-24 01:42:34,-73.99243927001953,40.74414825439453,-73.95684814453125,40.805946350097656,1,935,1,2,False,Night
id2284553,2016-02-29 03:53:06,-73.95433044433594,40.766075134277344,-73.95301055908203,40.74469757080078,1,764,3,0,False,Night
id0039720,2016-02-25 02:14:35,-73.78842163085938,40.641746520996094,-73.99610137939453,40.720001220703125,1,1638,2,3,False,Night
id1849760,2016-02-06 00:06:52,-73.97230529785156,40.75563049316406,-73.98995971679688,40.754493713378906,1,421,0,5,False,Night
id2427732,2016-02-02 02:40:20,-73.98027801513672,40.75056838989258,-73.967041015625,40.757625579833984,1,280,2,1,False,Night
id2786676,2016-02-07 01:14:00,-73.98069763183594,40.74462890625,-73.95320892333984,40.77153015136719,1,648,1,6,False,Night
id2103039,2016-02-19 03:21:30,-73.98725128173828,40.72929000854492,-73.89735412597656,40.70724868774414,5,1044,3,4,False,Night
id3520688,2016-02-13 06:02:09,-73.969482421875,40.6859016418457,-73.7764663696289,40.64622116088867,1,1906,6,5,False,Night
id2207798,2016-02-11 01:55:36,-73.993896484375,40.741363525390625,-73.99211120605469,40.74931335449219,1,153,1,3,False,Night
id3294938,2016-02-28 01:53:55,-73.98584747314453,40.72922134399414,-73.98322296142578,40.69670104980469,1,960,1,6,False,Night
id0716459,2016-02-26 01:56:48,-73.9837646484375,40.74947738647461,-73.95199584960938,40.77063751220703,1,659,1,4,False,Night
id1442484,2016-02-23 06:04:31,-73.98220825195312,40.77402877807618,-73.77883911132812,40.64504623413086,2,1723,6,1,False,Night
id0555058,2016-02-16 05:53:03,-73.96841430664062,40.75505828857422,-73.98695373535156,40.7490234375,1,507,5,1,False,Night
id1463560,2016-02-10 00:27:57,-73.98226165771484,40.75993728637695,-73.95499420166016,40.78311920166016,1,482,0,2,False,Night
id3920148,2016-02-21 01:43:12,-73.94898223876953,40.80801773071289,-73.94706726074219,40.82844924926758,2,388,1,6,False,Night
id0969745,2016-02-13 00:07:12,-73.98518371582033,40.759498596191406,-73.98312377929688,40.78364562988281,1,637,0,5,False,Night
id3838994,2016-02-29 01:22:56,-73.98193359375,40.763179779052734,-73.98470306396484,40.7659912109375,1,148,1,0,False,Night
id3604890,2016-02-20 01:16:41,-73.98689270019531,40.7193603515625,-73.9854507446289,40.747650146484375,1,1179,1,5,False,Night
id1976152,2016-02-25 01:52:27,-73.99661254882812,40.72110366821289,-73.98954010009767,40.72613525390625,1,579,1,3,False,Night
id0522419,2016-02-28 06:00:17,-73.96817016601562,40.76237106323242,-73.9000473022461,40.740760803222656,3,925,6,6,False,Night
id0077128,2016-02-24 02:30:13,-73.98992919921875,40.756980895996094,-73.94970703125,40.82233810424805,1,908,2,2,False,Night
id2485422,2016-02-28 02:06:24,-73.97296905517578,40.76333236694336,-73.96160888671875,40.76490783691406,1,196,2,6,False,Night
id1100117,2016-02-20 00:42:40,-73.87283325195312,40.774044036865234,-73.9710693359375,40.75093078613281,1,1236,0,5,False,Night
id1633153,2016-02-28 03:37:30,-73.9913101196289,40.75594329833984,-73.98863220214844,40.75429916381836,1,88,3,6,False,Night
id0113113,2016-02-29 05:35:21,-73.96862030029298,40.76491928100586,-73.98191833496094,40.752220153808594,6,299,5,0,False,Night
id0460997,2016-02-11 05:42:20,-73.98978424072266,40.75651168823242,-73.97982788085938,40.75821304321289,1,242,5,3,False,Night
id0189121,2016-02-24 00:07:01,-73.98819732666016,40.7598991394043,-73.9575424194336,40.73200988769531,1,1801,0,2,False,Night
id2638204,2016-02-15 00:31:19,-73.9582748413086,40.71339797973633,-73.94368743896484,40.68221664428711,1,608,0,0,False,Night
id2928101,2016-02-08 02:03:55,-73.97254180908203,40.76279067993164,-73.8787612915039,40.75437927246094,1,1089,2,0,False,Night
id1361516,2016-02-20 01:03:53,-73.99398040771484,40.72748947143555,-73.99701690673828,40.72058868408203,1,214,1,5,False,Night
id0767595,2016-02-21 02:34:44,-74.0057144165039,40.74210357666016,-73.96070861816406,40.7614860534668,1,1094,2,6,False,Night
id0085163,2016-02-16 06:53:47,-73.98487091064453,40.72805404663086,-73.975341796875,40.749542236328125,1,402,6,1,False,Night
id1055155,2016-02-10 02:55:16,-73.9817886352539,40.76007080078125,-73.99398040771484,40.755611419677734,1,316,2,2,False,Night
id0055706,2016-02-28 02:35:17,-73.99756622314453,40.720951080322266,-73.98030090332033,40.77714920043945,1,1227,2,6,False,Night
id1649471,2016-02-24 00:46:19,-73.99126434326172,40.765357971191406,-73.9837417602539,40.77556610107422,1,130,0,2,False,Night
id2308773,2016-02-28 03:04:43,-74.00077819824219,40.73606872558594,-73.91596984863281,40.6898307800293,1,1659,3,6,False,Night
id1240174,2016-02-27 00:14:20,-73.99285125732422,40.73017120361328,-73.99324035644531,40.72549057006836,1,139,0,5,False,Night
id1207448,2016-02-12 03:03:12,-73.98873901367188,40.73114013671875,-73.98990631103516,40.715431213378906,1,660,3,4,False,Night
id0710434,2016-02-19 06:29:46,-73.9521713256836,40.773101806640625,-73.87210845947266,40.7744140625,2,781,6,4,False,Night
id3557317,2016-02-26 00:10:59,-74.00579071044922,40.7403564453125,-73.95702362060547,40.67706680297851,2,1924,0,4,False,Night
id0542517,2016-02-19 00:09:32,-73.9928207397461,40.72433090209961,-73.99210357666016,40.75730895996094,5,772,0,4,False,Night
id1613720,2016-02-21 01:08:12,-74.00297546386719,40.7281494140625,-73.95894622802734,40.77155303955078,2,1408,1,6,False,Night
id2138325,2016-02-17 03:03:17,-73.98670959472656,40.76121139526367,-73.944091796875,40.809539794921875,2,864,3,2,False,Night
id2398353,2016-02-23 01:03:42,-73.97750091552734,40.786911010742195,-73.93096160888672,40.85661697387695,1,812,1,1,False,Night
id1240168,2016-02-21 00:49:47,-73.9935073852539,40.74182891845703,-73.9826889038086,40.742801666259766,2,345,0,6,False,Night
id0508469,2016-02-23 01:27:25,-73.99395751953125,40.751609802246094,-73.98934173583984,40.75791931152344,2,149,1,1,False,Night
id3930799,2016-02-27 02:55:48,-73.98433685302734,40.75971984863281,-73.97801208496094,40.74197006225586,1,453,2,5,False,Night
id2258219,2016-02-15 03:33:06,-73.989501953125,40.72305679321289,-73.9447021484375,40.68014144897461,5,1338,3,0,False,Night
id3502307,2016-02-06 04:55:47,-74.01197052001953,40.70418548583984,-73.99107360839844,40.688663482666016,1,513,4,5,False,Night
id3562071,2016-02-02 00:04:18,-73.98377990722656,40.73799133300781,-73.97798156738281,40.761478424072266,1,362,0,1,False,Night
id2053609,2016-02-10 06:46:14,-73.98130798339844,40.764312744140625,-73.86502838134764,40.770511627197266,1,1707,6,2,False,Night
id3412217,2016-02-21 02:22:18,-73.96267700195312,40.76057815551758,-73.97911071777344,40.73099899291992,1,656,2,6,False,Night
id0960583,2016-02-14 00:34:40,-73.97877502441406,40.7366943359375,-73.94327545166016,40.7869987487793,1,661,0,6,False,Night
id2486247,2016-02-07 01:18:18,-74.00141143798828,40.73093032836914,-73.93682098388672,40.82501983642578,2,1621,1,6,False,Night
id0984515,2016-02-28 00:08:35,-73.9809799194336,40.72980880737305,-74.00550842285156,40.725711822509766,1,769,0,6,False,Night
id0500577,2016-02-07 00:12:31,-73.97244262695312,40.75590133666992,-73.95880889892578,40.682891845703125,1,1791,0,6,False,Night
id3123090,2016-02-19 02:03:47,-73.98592376708984,40.73507308959961,-74.00200653076172,40.73953628540039,1,345,2,4,False,Night
id3716605,2016-02-11 05:29:05,-73.93575286865236,40.80530548095703,-73.96039581298828,40.81746292114258,1,421,5,3,False,Night
id1973910,2016-02-19 00:35:38,-73.97659301757812,40.682891845703125,-73.97865295410156,40.72169876098633,1,1012,0,4,False,Night
id1169830,2016-02-10 05:59:49,-73.99288177490233,40.74265670776367,-74.00093841552734,40.7520637512207,1,214,5,2,False,Night
id1297474,2016-02-10 00:43:18,-73.9896469116211,40.7205924987793,-73.98375701904298,40.729766845703125,2,199,0,2,False,Night
id0895823,2016-02-21 00:54:42,-73.9761962890625,40.786014556884766,-73.97193908691406,40.79632186889648,2,252,0,6,False,Night
id1137615,2016-02-14 02:44:15,-73.98088836669922,40.76378631591797,-73.9351806640625,40.79408264160156,1,916,2,6,False,Night
id0477057,2016-02-07 00:27:31,-73.99396514892578,40.75640106201172,-73.88607025146484,40.75544738769531,1,1581,0,6,False,Night
id3787110,2016-02-06 06:52:06,-73.9891128540039,40.77436065673828,-73.97872924804688,40.78755569458008,1,412,6,5,False,Night
id1831276,2016-02-12 01:40:17,-73.99385833740233,40.72758865356445,-73.96968078613281,40.7635383605957,5,782,1,4,False,Night
id2496028,2016-02-20 00:56:44,-73.99999237060547,40.7330436706543,-73.98648834228516,40.72235870361328,1,772,0,5,False,Night
id3394789,2016-02-09 05:48:15,-73.97959899902344,40.7271842956543,-73.98759460449219,40.73748779296875,1,425,5,1,False,Night
id3995505,2016-02-24 00:11:31,-73.99076843261719,40.7181510925293,-74.00872039794922,40.70417785644531,1,506,0,2,False,Night
id2773444,2016-02-17 04:11:07,-73.98380279541016,40.75906753540039,-73.98423767089844,40.75075149536133,4,348,4,2,False,Night
id0713784,2016-02-21 04:17:46,-73.97875213623047,40.728416442871094,-74.00786590576172,40.740386962890625,2,660,4,6,False,Night
id2685020,2016-02-20 04:02:17,-73.9873046875,40.72683334350586,-73.9931640625,40.76287078857422,1,888,4,5,False,Night
id2175590,2016-02-26 00:15:18,-74.0029525756836,40.74932098388672,-73.94705963134764,40.815765380859375,6,1065,0,4,False,Night
id0259591,2016-02-24 05:42:14,-73.97563171386719,40.74903106689453,-73.96696472167967,40.761138916015625,1,136,5,2,False,Night
id1952794,2016-02-21 03:22:01,-73.98643493652344,40.72214889526367,-73.94810485839844,40.77861404418945,1,683,3,6,False,Night
id2566343,2016-02-13 01:25:46,-73.95856475830078,40.7686882019043,-74.00106048583984,40.739280700683594,2,1065,1,5,False,Night
id3354800,2016-02-27 03:38:21,-73.97222137451172,40.762847900390625,-73.98657989501953,40.74553298950195,1,357,3,5,False,Night
id0552045,2016-02-13 00:29:44,-73.98493194580078,40.764156341552734,-73.95309448242188,40.72607421875,2,1270,0,5,False,Night
id1075479,2016-02-06 04:17:08,-73.99915313720702,40.72810363769531,-73.93359375,40.69800567626953,6,1041,4,5,False,Night
id3474084,2016-02-25 06:51:32,-73.9808120727539,40.77091979980469,-73.97572326660156,40.75519180297851,1,405,6,3,False,Night
id1714890,2016-02-20 06:07:08,-74.0040283203125,40.74214172363281,-73.78868103027344,40.64146423339844,1,2052,6,5,False,Night
id3184164,2016-02-02 00:21:23,-74.01036834716797,40.71912384033203,-73.9897232055664,40.762264251708984,2,972,0,1,False,Night
id1913700,2016-02-06 04:14:22,-73.98128509521484,40.76363754272461,-73.92041778564453,40.74311828613281,1,806,4,5,False,Night
id2148064,2016-02-07 01:07:30,-73.99317169189453,40.72251892089844,-73.97251892089844,40.74490737915039,1,1344,1,6,False,Night
id3001867,2016-02-21 03:42:03,-73.99207305908203,40.72547149658203,-73.98995971679688,40.75217819213867,1,805,3,6,False,Night
id0058172,2016-02-19 01:05:58,-73.98091125488281,40.721290588378906,-74.00102233886719,40.7391471862793,1,740,1,4,False,Night
id3246561,2016-02-20 06:22:21,-73.97794342041016,40.752384185791016,-73.97205352783203,40.76287460327149,5,212,6,5,False,Night
id0317800,2016-02-28 01:54:56,-73.9896011352539,40.741500854492195,-73.8897933959961,40.768901824951165,1,1730,1,6,False,Night
id3121740,2016-02-06 00:30:05,-73.98017120361328,40.74304962158203,-73.9858627319336,40.732810974121094,1,411,0,5,False,Night
id3491824,2016-02-12 00:00:25,-73.99215698242188,40.749053955078125,-73.97930908203125,40.73466110229492,1,467,0,4,False,Night
id1065858,2016-02-14 00:44:00,-73.98614501953125,40.72646713256836,-73.9654769897461,40.76115036010742,3,1272,0,6,False,Night
id2837632,2016-02-24 06:59:32,-73.98685455322266,40.7665901184082,-73.97802734375,40.75556564331055,1,507,6,2,False,Night
id0144566,2016-02-06 03:43:38,-74.0042953491211,40.742427825927734,-73.98174285888672,40.73910140991211,1,556,3,5,False,Night
id0242222,2016-02-17 00:50:28,-73.98545837402344,40.75791931152344,-73.98822784423828,40.7793083190918,1,456,0,2,False,Night
id1435737,2016-02-28 00:52:33,-73.9857177734375,40.73186492919922,-73.97210693359375,40.75556564331055,2,469,0,6,False,Night
id1769492,2016-02-26 06:21:19,-73.994873046875,40.73167037963867,-73.97147369384764,40.746429443359375,6,464,6,4,False,Night
id3004545,2016-02-24 00:00:19,-73.8744888305664,40.77397155761719,-73.9789047241211,40.76216125488281,1,1156,0,2,False,Night
id3802296,2016-02-28 01:46:13,-73.9856948852539,40.767925262451165,-73.94119262695312,40.8326530456543,4,751,1,6,False,Night
id0623046,2016-02-02 06:28:02,-73.96424102783203,40.76051712036133,-73.97086334228516,40.75167465209961,1,97,6,1,False,Night
id0553746,2016-02-11 00:10:38,-73.95357513427734,40.77947235107422,-73.94251251220702,40.79471206665039,1,195,0,3,False,Night
id3494523,2016-02-15 01:04:56,-73.98766326904298,40.748748779296875,-73.96239471435547,40.76055908203125,1,805,1,0,False,Night
id1919679,2016-02-25 00:06:08,-73.9325180053711,40.70335388183594,-73.93689727783203,40.69981384277344,1,183,0,3,False,Night
id0091711,2016-02-27 01:59:01,-73.99515533447266,40.72312927246094,-73.98248291015625,40.686370849609375,1,701,1,5,False,Night
id3172443,2016-02-07 01:34:49,-74.00590515136719,40.714813232421875,-73.9586181640625,40.72209167480469,5,1453,1,6,False,Night
id2455903,2016-02-28 00:03:58,-74.00554656982422,40.745967864990234,-73.97265625,40.786773681640625,1,628,0,6,False,Night
id0478863,2016-02-29 00:31:06,-73.9869613647461,40.7452507019043,-73.98171997070312,40.76432037353515,2,534,0,0,False,Night
id2359172,2016-02-05 00:32:37,-73.97765350341797,40.75481414794922,-73.80760955810547,40.7000617980957,2,1505,0,4,False,Night
id3346471,2016-02-14 00:56:56,-73.98867797851562,40.71883010864258,-73.99209594726562,40.7149658203125,1,246,0,6,False,Night
id1280718,2016-02-14 03:56:46,-73.98994445800781,40.74104690551758,-73.96541595458984,40.76609802246094,1,522,3,6,False,Night
id1574092,2016-02-06 00:36:52,-74.00772094726562,40.7481575012207,-74.00653076171875,40.713741302490234,6,730,0,5,False,Night
id3988543,2016-02-04 04:26:48,-73.9726791381836,40.75503158569336,-73.7889404296875,40.64733123779297,5,1290,4,3,False,Night
id3161472,2016-02-05 05:09:13,-73.84873962402344,40.72389602661133,-73.97291564941406,40.753963470458984,1,856,5,4,False,Night
id1700483,2016-02-14 00:54:28,-73.95557403564453,40.768516540527344,-73.95259094238281,40.780757904052734,1,191,0,6,False,Night
id3730043,2016-02-28 00:32:38,-73.98143005371094,40.741310119628906,-74.00406646728516,40.7160758972168,1,1025,0,6,False,Night
id3433372,2016-02-13 02:51:26,-73.98892974853516,40.73078536987305,-73.94290161132812,40.72724533081055,2,1605,2,5,False,Night
id0996691,2016-02-25 06:09:30,-73.97180938720702,40.75728988647461,-73.87274169921875,40.77431106567382,2,1418,6,3,False,Night
id1605301,2016-02-15 00:57:34,-73.98480987548828,40.74555969238281,-73.98800659179688,40.76502990722656,1,398,0,0,False,Night
id3671725,2016-02-29 00:17:55,-73.95112609863281,40.800235748291016,-73.98722839355469,40.72994613647461,2,995,0,0,False,Night
id0341558,2016-02-11 03:52:01,-73.95268249511719,40.77656173706055,-73.95220184326172,40.76889419555664,1,207,3,3,False,Night
id0135792,2016-02-21 04:15:42,-73.98760223388672,40.71969985961914,-73.94257354736328,40.78611755371094,1,699,4,6,False,Night
id3600007,2016-02-25 04:03:30,-73.98099517822266,40.7613525390625,-73.97247314453125,40.7434196472168,1,657,4,3,False,Night
id2620097,2016-02-27 03:28:39,-74.0016098022461,40.73934173583984,-74.00682830810547,40.744049072265625,1,392,3,5,False,Night
id2449544,2016-02-09 06:09:47,-73.97515106201172,40.79267883300781,-73.99681854248047,40.747650146484375,1,695,6,1,False,Night
id1525165,2016-02-28 00:50:16,-74.00241088867188,40.7501106262207,-73.97955322265625,40.68830871582031,1,1315,0,6,False,Night
id2018982,2016-02-13 05:31:55,-74.0089111328125,40.711090087890625,-73.99073791503906,40.756683349609375,1,623,5,5,False,Night
id0382730,2016-02-29 06:15:19,-73.99417114257812,40.75106430053711,-73.9725341796875,40.75798034667969,1,408,6,0,False,Night
id3091166,2016-02-26 01:30:51,-73.98676300048828,40.72237777709961,-73.97797393798828,40.725433349609375,3,339,1,4,False,Night
id3983904,2016-02-20 04:08:33,-73.98271179199219,40.76236343383789,-73.93817901611328,40.80057144165039,6,701,4,5,False,Night
id1767029,2016-02-01 06:42:24,-73.96614837646484,40.76549530029297,-73.9542007446289,40.763954162597656,2,390,6,0,False,Night
id3581948,2016-02-20 02:41:57,-73.9871597290039,40.729209899902344,-73.96308898925781,40.803924560546875,1,1581,2,5,False,Night
id1782921,2016-02-03 00:50:27,-73.9981460571289,40.740203857421875,-73.99764251708984,40.756488800048835,1,380,0,2,False,Night
id2980966,2016-02-16 05:10:14,-73.99111938476562,40.75609588623047,-73.95513916015625,40.77334213256836,1,917,5,1,False,Night
id3733686,2016-02-21 05:47:54,-73.99261474609375,40.71511459350586,-73.93439483642578,40.77070236206055,5,1146,5,6,False,Night
id1756204,2016-02-19 05:40:54,-73.96736907958984,40.78797912597656,-73.97981262207033,40.75503158569336,1,427,5,4,False,Night
id0927314,2016-02-21 00:43:58,-73.96371459960938,40.802875518798835,-73.95116424560547,40.78596115112305,1,602,0,6,False,Night
id1504591,2016-02-14 01:38:54,-73.98725128173828,40.74808883666992,-73.9954376220703,40.76482009887695,3,668,1,6,False,Night
id1984932,2016-02-28 02:08:33,-73.98711395263672,40.75113677978515,-73.9139404296875,40.76524353027344,1,1134,2,6,False,Night
id0416316,2016-02-07 05:16:48,-73.96002197265625,40.77339172363281,-73.92098236083984,40.828369140625,1,980,5,6,False,Night
id2205892,2016-02-24 05:41:54,-73.9615936279297,40.76441955566406,-73.99214935302734,40.74592971801758,1,805,5,2,False,Night
id3073188,2016-02-28 01:27:41,-73.9912338256836,40.75019073486328,-73.9533920288086,40.744773864746094,3,680,1,6,False,Night
id2569127,2016-02-12 06:49:52,-73.77696228027344,40.64617156982422,-73.970458984375,40.7625617980957,1,4363,6,4,False,Night
id1692506,2016-02-27 02:18:53,-73.97835540771484,40.72474670410156,-73.98686218261719,40.73628616333008,1,404,2,5,False,Night
id1812034,2016-02-12 02:44:46,-74.0016860961914,40.73943328857422,-74.00621032714844,40.74383163452149,1,456,2,4,False,Night
id2813825,2016-02-18 00:50:49,-73.98120880126953,40.760398864746094,-74.00725555419922,40.715763092041016,1,994,0,3,False,Night
id3006952,2016-02-01 05:42:19,-73.99320983886719,40.7572021484375,-73.99987030029298,40.75233459472656,1,127,5,0,False,Night
id0117011,2016-02-27 06:15:58,-73.99234771728516,40.75490188598633,-73.99481201171875,40.7618408203125,1,190,6,5,False,Night
id1836203,2016-02-27 00:30:06,-74.00660705566406,40.73103332519531,-74.00599670410156,40.73989486694336,1,254,0,5,False,Night
id0478724,2016-02-07 02:36:06,-73.98516845703125,40.73202896118164,-74.0042724609375,40.742156982421875,6,651,2,6,False,Night
id2009904,2016-02-29 00:30:54,-74.00515747070312,40.72727966308594,-74.00894927978516,40.71607971191406,1,146,0,0,False,Night
id3256671,2016-02-25 03:31:55,-73.78948974609375,40.64686584472656,-73.98231506347656,40.765914916992195,1,1739,3,3,False,Night
id0583706,2016-02-14 01:51:28,-73.9820785522461,40.72786712646485,-73.97211456298828,40.74563980102539,1,341,1,6,False,Night
id3201086,2016-02-14 00:23:52,-73.98906707763672,40.71894073486328,-74.00113677978516,40.731571197509766,1,639,0,6,False,Night
id3351878,2016-02-26 06:57:43,-73.99410247802734,40.751129150390625,-74.00811004638672,40.73876953125,5,493,6,4,False,Night
id3633755,2016-02-02 00:56:17,-73.97345733642578,40.75933837890625,-73.98542022705078,40.76388931274414,5,272,0,1,False,Night
id2557514,2016-02-05 00:18:07,-73.98100280761719,40.750579833984375,-73.97248840332033,40.756000518798835,1,208,0,4,False,Night
id3159212,2016-02-15 00:13:03,-73.96040344238281,40.76226043701172,-73.88230895996094,40.73054504394531,1,1231,0,0,False,Night
id2045089,2016-02-16 06:37:45,-73.99198150634764,40.74957656860352,-73.9727783203125,40.758636474609375,1,460,6,1,False,Night
id0905309,2016-02-27 01:59:40,-73.96463775634764,40.76432037353515,-73.94796752929688,40.80139923095703,5,525,1,5,False,Night
id1203669,2016-02-27 00:33:12,-73.98992156982422,40.740989685058594,-73.995849609375,40.72174072265625,1,765,0,5,False,Night
id1334937,2016-02-21 01:06:14,-73.98738861083984,40.73247528076172,-73.98815155029298,40.773956298828125,1,1108,1,6,False,Night
id3340205,2016-02-24 03:36:01,-73.98975372314453,40.719390869140625,-73.90042877197266,40.862449645996094,1,1436,3,2,False,Night
id0952378,2016-02-12 02:18:05,-73.9863052368164,40.74773788452149,-74.01524353027344,40.710113525390625,1,680,2,4,False,Night
id2450297,2016-02-05 06:56:53,-73.9980697631836,40.75064849853515,-73.85935974121094,40.83268737792969,1,2358,6,4,False,Night
id0093477,2016-02-14 00:01:33,-73.9878921508789,40.75967025756836,-73.99594116210938,40.76472091674805,3,623,0,6,False,Night
id0561686,2016-02-06 02:16:29,-74.00103759765625,40.73087692260742,-73.91319274902344,40.67840194702149,1,1729,2,5,False,Night
id2535851,2016-02-03 06:52:08,-73.99266052246094,40.730201721191406,-74.00434112548828,40.71698760986328,1,277,6,2,False,Night
id0028703,2016-02-28 02:51:53,-73.97966003417967,40.74345016479492,-73.92375183105469,40.70684814453125,5,2056,2,6,False,Night
id2532333,2016-02-07 00:51:38,-73.99172973632812,40.72655487060547,-73.9792251586914,40.744232177734375,2,489,0,6,False,Night
id3492643,2016-02-07 01:11:40,-73.9778823852539,40.74600982666016,-73.92069244384764,40.75963592529297,1,879,1,6,False,Night
id0432722,2016-02-21 04:15:52,-73.99484252929688,40.740230560302734,-73.99009704589844,40.74626922607422,1,69,4,6,False,Night
id0833697,2016-02-28 05:05:13,-73.95469665527344,40.76578140258789,-73.94232940673828,40.84196090698242,1,884,5,6,False,Night
id1077983,2016-02-27 02:50:11,-73.99004364013672,40.7264289855957,-73.9566879272461,40.717166900634766,1,965,2,5,False,Night
id2750647,2016-02-17 06:14:29,-73.98992919921875,40.75663375854492,-73.98056030273438,40.74835968017578,2,609,6,2,False,Night
id2536256,2016-02-07 00:15:23,-73.97229766845702,40.75440979003906,-73.94698333740233,40.777740478515625,1,389,0,6,False,Night
id1585655,2016-02-25 06:40:30,-74.00638580322266,40.72249984741211,-73.9954833984375,40.7494010925293,1,565,6,3,False,Night
id0066321,2016-02-21 02:51:51,-73.97071838378906,40.76217269897461,-74.00286865234375,40.749603271484375,1,674,2,6,False,Night
id2186568,2016-02-06 03:57:54,-74.0082778930664,40.7412109375,-73.95178985595702,40.78604888916016,1,1512,3,5,False,Night
id0819725,2016-02-04 05:21:02,-73.98506927490233,40.739620208740234,-73.97885131835938,40.746089935302734,1,155,5,3,False,Night
id3111841,2016-02-25 00:16:51,-73.97245025634764,40.74576950073242,-73.98538970947266,40.73262023925781,1,205,0,3,False,Night
id2913749,2016-02-07 01:05:36,-74.00475311279298,40.740699768066406,-73.93937683105469,40.801898956298835,1,1299,1,6,False,Night
id2920611,2016-02-18 06:47:55,-73.99060821533203,40.75629806518555,-73.9794921875,40.75935745239258,3,278,6,3,False,Night
id0946405,2016-02-28 01:38:22,-73.99110412597656,40.727569580078125,-73.87731170654298,40.73720169067382,1,1605,1,6,False,Night
id2265373,2016-02-15 05:54:25,-73.93851470947266,40.84627532958984,-73.93977355957033,40.84135818481445,1,62,5,0,False,Night
id0573371,2016-02-26 03:58:31,-73.98907470703125,40.72666549682618,-73.92436981201172,40.69270324707031,2,965,3,4,False,Night
id0923176,2016-02-06 04:18:36,-73.9885482788086,40.72150802612305,-73.98904418945312,40.77360153198242,6,893,4,5,False,Night
id1360547,2016-02-21 02:36:07,-73.9791030883789,40.76181411743164,-73.96656036376953,40.755489349365234,1,475,2,6,False,Night
id2551624,2016-02-23 06:47:40,-73.99253845214844,40.7485466003418,-73.98239135742188,40.73854446411133,1,313,6,1,False,Night
id3889856,2016-02-29 06:49:46,-73.9757080078125,40.78955078125,-73.97891235351562,40.773239135742195,1,435,6,0,False,Night
id0475240,2016-02-18 06:26:05,-74.00884246826172,40.71369934082031,-73.98278045654298,40.752811431884766,1,506,6,3,False,Night
id3203182,2016-02-06 01:27:28,-73.97274780273438,40.755985260009766,-74.00782775878906,40.74046325683594,1,1035,1,5,False,Night
id2754040,2016-02-11 06:40:07,-73.98454284667967,40.74848937988281,-74.00675964355469,40.70772933959961,1,826,6,3,False,Night
id2836198,2016-02-05 01:00:24,-74.00554656982422,40.714599609375,-73.99264526367188,40.73044204711914,1,735,1,4,False,Night
id0898979,2016-02-12 00:56:00,-73.97042083740233,40.75677108764648,-73.98224639892578,40.735958099365234,1,331,0,4,False,Night
id1786482,2016-02-28 04:12:11,-73.98887634277344,40.71870803833008,-73.96485900878906,40.709598541259766,1,341,4,6,False,Night
id2200849,2016-02-06 02:32:01,-73.98213958740233,40.74235153198242,-73.98506927490233,40.760009765625,1,731,2,5,False,Night
id2041787,2016-02-20 02:56:48,-73.95233154296875,40.77702331542969,-73.94252014160156,40.786163330078125,1,215,2,5,False,Night
id2475189,2016-02-26 00:48:53,-73.99749755859375,40.67465591430664,-74.01445770263672,40.676055908203125,1,389,0,4,False,Night
id1551893,2016-02-06 01:36:16,-73.98870086669922,40.75872421264648,-73.90807342529298,40.882843017578125,1,1251,1,5,False,Night
id1751163,2016-02-14 03:06:33,-73.98741912841797,40.721099853515625,-73.98954772949219,40.72052001953125,1,222,3,6,False,Night
id1424039,2016-02-10 03:17:20,-73.95648956298828,40.784141540527344,-73.9445571899414,40.80040740966797,1,182,3,2,False,Night
id3105741,2016-02-26 00:48:00,-74.00508117675781,40.7410888671875,-74.009521484375,40.705711364746094,2,732,0,4,False,Night
id3922603,2016-02-18 00:12:09,-73.98412322998047,40.74425506591797,-73.98601531982422,40.75001525878906,1,254,0,3,False,Night
id3884455,2016-02-24 01:14:30,-73.96723937988281,40.793209075927734,-73.95909118652344,40.76770782470703,1,609,1,2,False,Night
id1815071,2016-02-14 02:07:04,-73.98571014404298,40.71941375732422,-73.98995208740233,40.6650505065918,1,1291,2,6,False,Night
id2124198,2016-02-05 03:58:42,-73.99565887451172,40.724945068359375,-73.98206329345702,40.71943283081055,1,274,3,4,False,Night
id0920845,2016-02-03 06:35:08,-73.97030639648438,40.7891731262207,-73.97399139404298,40.764381408691406,1,528,6,2,False,Night
id0356524,2016-02-12 01:15:13,-73.9898681640625,40.75735855102539,-73.9384536743164,40.84537124633789,1,1120,1,4,False,Night
id0652257,2016-02-21 01:39:14,-74.0059814453125,40.73533248901367,-73.9957046508789,40.76420974731445,1,448,1,6,False,Night
id2259532,2016-02-18 00:21:03,-73.98731231689453,40.73873519897461,-73.92010498046875,40.75944900512695,1,1348,0,3,False,Night
id1271557,2016-02-02 06:43:33,-74.00167846679688,40.74081039428711,-73.97520446777344,40.750003814697266,3,497,6,1,False,Night
id3474107,2016-02-21 00:33:29,-73.98955535888672,40.7529296875,-73.97830963134764,40.74860382080078,2,359,0,6,False,Night
id0467786,2016-02-28 04:37:47,-73.9863510131836,40.74772644042969,-73.96319580078125,40.75886154174805,1,552,4,6,False,Night
id2362629,2016-02-29 06:15:54,-73.97626495361328,40.78104019165039,-73.97055053710938,40.758567810058594,1,546,6,0,False,Night
